observation_date,CPALTT01USM659N
9/1/2011,3.868357000000000046
10/1/2011,3.525199999999999889
11/1/2011,3.394377999999999673
12/1/2011,2.962418999999999691
1/1/2012,2.925216999999999956
2/1/2012,2.871099000000000068
3/1/2012,2.651397999999999922
4/1/2012,2.302740000000000009
5/1/2012,1.704254000000000158
6/1/2012,1.663993999999999973
7/1/2012,1.408450999999999897
8/1/2012,1.692379000000000078
9/1/2012,1.991281999999999996
10/1/2012,2.162344000000000044
11/1/2012,1.764134000000000091
12/1/2012,1.741022000000000070
1/1/2013,1.594864999999999977
2/1/2013,1.977924000000000015
3/1/2013,1.473896000000000095
4/1/2013,1.063085000000000058
5/1/2013,1.361965000000000092
6/1/2013,1.754416999999999893
7/1/2013,1.960682000000000036
8/1/2013,1.518367999999999940
9/1/2013,1.184925000000000006
10/1/2013,0.963612699999999989
11/1/2013,1.237071999999999949
12/1/2013,1.501735999999999960
1/1/2014,1.578947000000000100
2/1/2014,1.126349000000000045
3/1/2014,1.512202999999999964
4/1/2014,1.952857999999999983
5/1/2014,2.127111000000000196
6/1/2014,2.072341000000000211
7/1/2014,1.992329000000000017
8/1/2014,1.699610999999999983
9/1/2014,1.657918999999999921
10/1/2014,1.664340000000000153
11/1/2014,1.322354999999999947
12/1/2014,0.756493300000000035
1/1/2015,-0.08934832
2/1/2015,-0.0251298
3/1/2015,-0.07363739
4/1/2015,-0.1995174
5/1/2015,-0.03993275
6/1/2015,0.123771199999999998
7/1/2015,0.169569799999999993
8/1/2015,0.195079299999999900
9/1/2015,-0.03612975
10/1/2015,0.170574399999999987
11/1/2015,0.501797599999999955
12/1/2015,0.729519800000000052
1/1/2016,1.373087000000000168
2/1/2016,1.017800000000000038
3/1/2016,0.852536199999999966
4/1/2016,1.125110000000000054
5/1/2016,1.019322999999999979
6/1/2016,0.997326500000000005
7/1/2016,0.827138800000000063
8/1/2016,1.062875000000000014
9/1/2016,1.463783999999999974
10/1/2016,1.635987999999999998
11/1/2016,1.692536999999999958
12/1/2016,2.074622000000000188
1/1/2017,2.500041999999999653
2/1/2017,2.737958000000000336
3/1/2017,2.380611999999999728
4/1/2017,2.199690000000000367
5/1/2017,1.874878000000000045
6/1/2017,1.633487999999999829
7/1/2017,1.727977999999999792
8/1/2017,1.938973999999999975
9/1/2017,2.232963999999999949
10/1/2017,2.041129000000000193
11/1/2017,2.202583000000000180
12/1/2017,2.109081999999999901
1/1/2018,2.070507999999999793
2/1/2018,2.211794999999999956
3/1/2018,2.359710999999999892
4/1/2018,2.462743999999999822
5/1/2018,2.801012000000000057
6/1/2018,2.871548000000000211
7/1/2018,2.949515000000000331
8/1/2018,2.699180000000000135
9/1/2018,2.276972000000000218
10/1/2018,2.522470000000000212
11/1/2018,2.176600999999999786
12/1/2018,1.910158999999999940
1/1/2019,1.551234999999999919
2/1/2019,1.520135000000000014
3/1/2019,1.862522999999999929
4/1/2019,1.996439999999999992
5/1/2019,1.790227999999999930
6/1/2019,1.648484999999999756
7/1/2019,1.811465000000000103
8/1/2019,1.749779999999999891
9/1/2019,1.711305000000000076
10/1/2019,1.764043000000000028
11/1/2019,2.051277999999999935
12/1/2019,2.285130000000000106
1/1/2020,2.486571999999999782
2/1/2020,2.334874000000000116
3/1/2020,1.539326999999999890
4/1/2020,0.329096700000000020
5/1/2020,0.117926399999999904
6/1/2020,0.645733100000000060
7/1/2020,0.986081800000000008
8/1/2020,1.309645000000000170
9/1/2020,1.371324999999999905
10/1/2020,1.182066000000000061
11/1/2020,1.174536000000000024
12/1/2020,1.362004999999999910
1/1/2021,1.399770000000000181
2/1/2021,1.676215000000000233
3/1/2021,2.619761999999999702
4/1/2021,4.159695000000000142
5/1/2021,4.992707000000000228
6/1/2021,5.391450999999999993
7/1/2021,5.365474999999999994
8/1/2021,5.251272000000000162
9/1/2021,5.390348999999999613
10/1/2021,6.221868999999999872
11/1/2021,6.809002999999999695
12/1/2021,7.036402999999999963
1/1/2022,7.479873000000000438
2/1/2022,7.871063999999999616
3/1/2022,8.542455999999999605
4/1/2022,8.258630000000000138
5/1/2022,8.581511000000000777
6/1/2022,9.059758000000000422
7/1/2022,8.524815000000000254
8/1/2022,8.262691999999999481
9/1/2022,8.201670000000000016
10/1/2022,7.745427000000000284
11/1/2022,7.110322999999999283
12/1/2022,6.454400999999999833
1/1/2023,6.410147000000000261
2/1/2023,6.035612999999999673
3/1/2023,4.984974000000000238
4/1/2023,4.930320000000000036
5/1/2023,4.047608999999999568
6/1/2023,2.969177999999999873
7/1/2023,3.177779999999999827
8/1/2023,3.665112000000000148
9/1/2023,3.699698000000000153
10/1/2023,3.241144999999999943
11/1/2023,3.137270999999999699
12/1/2023,3.352123000000000186
